"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"221421_s_at"	"0.536"	"0.00494191"	"-3.3898968"	"-1.9859"	"-1.2915191"	"ADAMTS12"	"ADAM metallopeptidase with thrombospondin type 1 motif 12"
"209009_at"	"0.536"	"0.0049953"	"3.3842604"	"-1.9941"	"1.1016148"	"ESD"	"esterase D"
"216552_x_at"	"0.536"	"0.00504428"	"-3.3791423"	"-2.0016"	"-0.8230871"	"KIR2DS4"	"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4"
"215993_at"	"0.536"	"0.0050834"	"-3.3750903"	"-2.0075"	"-1.3380778"	""	""
"200091_s_at"	"0.536"	"0.00513246"	"-3.3700539"	"-2.0148"	"-0.6131676"	"RPS25"	"ribosomal protein S25"
"221517_s_at"	"0.536"	"0.00514982"	"3.3682829"	"-2.0174"	"1.6220851"	"MED17"	"mediator complex subunit 17"
"209592_s_at"	"0.536"	"0.00515609"	"-3.3676449"	"-2.0183"	"-1.2662289"	"DCAF7"	"DDB1 and CUL4 associated factor 7"
"210297_s_at"	"0.536"	"0.00515612"	"3.3676413"	"-2.0183"	"1.4944598"	"MSMB"	"microseminoprotein beta"
"205818_at"	"0.536"	"0.00520794"	"-3.3623982"	"-2.0259"	"-1.5883229"	"BRINP1"	"BMP/retinoic acid inducible neural specific 1"
"212821_at"	"0.536"	"0.00521544"	"-3.3616431"	"-2.027"	"-1.4237914"	"PLEKHG3"	"pleckstrin homology and RhoGEF domain containing G3"
"207436_x_at"	"0.536"	"0.00524147"	"-3.3590333"	"-2.0309"	"-0.7409159"	"SORBS1"	"sorbin and SH3 domain containing 1"
"205657_at"	"0.536"	"0.00526419"	"-3.3567652"	"-2.0342"	"-1.5882806"	"HAAO"	"3-hydroxyanthranilate 3,4-dioxygenase"
"206840_at"	"0.536"	"0.00527635"	"3.3555561"	"-2.0359"	"0.8295563"	"AFM"	"afamin"
"217767_at"	"0.536"	"0.00531441"	"-3.3517878"	"-2.0414"	"-0.9623343"	"C3"	"complement component 3"
"201024_x_at"	"0.536"	"0.00532852"	"-3.3503974"	"-2.0434"	"-0.5520954"	"EIF5B"	"eukaryotic translation initiation factor 5B"
"214708_at"	"0.536"	"0.00537568"	"3.345779"	"-2.0502"	"1.6137571"	"SNTB1"	"syntrophin beta 1"
"213956_at"	"0.536"	"0.00540768"	"-3.3426672"	"-2.0547"	"-0.6816752"	"CEP350"	"centrosomal protein 350"
"206135_at"	"0.536"	"0.00541243"	"3.3422078"	"-2.0554"	"1.7887335"	"ST18"	"ST18, C2H2C-type zinc finger"
"200774_at"	"0.536"	"0.00547249"	"3.3364229"	"-2.0638"	"1.2629005"	"FAM120A"	"family with sequence similarity 120A"
"209276_s_at"	"0.536"	"0.00551045"	"-3.3328001"	"-2.0691"	"-0.8673056"	"GLRX"	"glutaredoxin"
"205570_at"	"0.536"	"0.00555402"	"-3.3286728"	"-2.0751"	"-1.6256344"	"PIP4K2A"	"phosphatidylinositol-5-phosphate 4-kinase type 2 alpha"
"203435_s_at"	"0.536"	"0.00563081"	"3.3214766"	"-2.0856"	"0.8816096"	"MME"	"membrane metallo-endopeptidase"
"202821_s_at"	"0.536"	"0.00567981"	"3.316937"	"-2.0923"	"1.1027608"	"LPP"	"LIM domain containing preferred translocation partner in lipoma"
"205145_s_at"	"0.536"	"0.00568761"	"-3.3162176"	"-2.0933"	"-0.8678726"	"MYL5"	"myosin light chain 5"
"212210_at"	"0.536"	"0.00569795"	"3.3152657"	"-2.0947"	"1.2661002"	"INTS1"	"integrator complex subunit 1"
"217918_at"	"0.536"	"0.00573339"	"-3.312017"	"-2.0995"	"-0.6135498"	"DYNLRB1"	"dynein light chain roadblock-type 1"
"221722_x_at"	"0.536"	"0.00573433"	"3.3119312"	"-2.0996"	"0.8944299"	"LZTS1"	"leucine zipper tumor suppressor 1"
"208908_s_at"	"0.536"	"0.00574537"	"3.3109233"	"-2.1011"	"0.9625564"	"CAST"	"calpastatin"
"215600_x_at"	"0.536"	"0.00576265"	"-3.3093499"	"-2.1034"	"-0.6825706"	"FBXW12"	"F-box and WD repeat domain containing 12"
"201852_x_at"	"0.536"	"0.0057927"	"3.3066254"	"-2.1073"	"1.2683373"	"COL3A1"	"collagen type III alpha 1 chain"
"204681_s_at"	"0.536"	"0.00586453"	"-3.300169"	"-2.1168"	"-0.7336185"	"RAPGEF5"	"Rap guanine nucleotide exchange factor 5"
"213549_at"	"0.536"	"0.0058746"	"-3.2992702"	"-2.1181"	"-1.059403"	"PDZD8"	"PDZ domain containing 8"
"210296_s_at"	"0.536"	"0.00588408"	"3.2984258"	"-2.1193"	"0.6617865"	"PEX2"	"peroxisomal biogenesis factor 2"
"200776_s_at"	"0.536"	"0.00589961"	"3.297045"	"-2.1213"	"0.6414716"	"BZW1"	"basic leucine zipper and W2 domains 1"
"207886_s_at"	"0.536"	"0.0059107"	"3.2960608"	"-2.1228"	"1.4112142"	"CALCR"	"calcitonin receptor"
"200730_s_at"	"0.536"	"0.00593475"	"3.2939337"	"-2.1259"	"1.1082878"	"PTP4A1"	"protein tyrosine phosphatase type IVA, member 1"
"221104_s_at"	"0.536"	"0.00598723"	"3.2893228"	"-2.1326"	"1.010142"	"NIPSNAP3B"	"nipsnap homolog 3B"
"217514_at"	"0.536"	"0.00600092"	"3.288126"	"-2.1344"	"0.688889"	"ST8SIA5"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
"213844_at"	"0.536"	"0.00604402"	"-3.2843777"	"-2.1399"	"-0.7119861"	"HOXA5"	"homeobox A5"
"202122_s_at"	"0.536"	"0.00606023"	"3.2829754"	"-2.1419"	"0.6696026"	"PLIN3"	"perilipin 3"
"211986_at"	"0.536"	"0.0060987"	"-3.279661"	"-2.1468"	"-0.7251566"	"AHNAK"	"AHNAK nucleoprotein"
"209301_at"	"0.536"	"0.00611841"	"3.2779709"	"-2.1492"	"0.8084135"	"CA2"	"carbonic anhydrase 2"
"220993_s_at"	"0.536"	"0.00616433"	"3.2740549"	"-2.155"	"1.3186745"	"GPR63"	"G protein-coupled receptor 63"
"221652_s_at"	"0.536"	"0.00619171"	"3.2717344"	"-2.1584"	"1.3328279"	"ASUN"	"asunder, spermatogenesis regulator"
"204891_s_at"	"0.536"	"0.00620382"	"3.2707107"	"-2.1598"	"1.0861345"	"LCK"	"LCK proto-oncogene, Src family tyrosine kinase"
"219135_s_at"	"0.536"	"0.00622526"	"3.2689039"	"-2.1625"	"1.1105377"	"LMF1"	"lipase maturation factor 1"
"218516_s_at"	"0.536"	"0.00623524"	"-3.2680655"	"-2.1637"	"-1.487811"	"IMPAD1"	"inositol monophosphatase domain containing 1"
"203781_at"	"0.536"	"0.00623563"	"-3.2680323"	"-2.1638"	"-0.5620523"	"MRPL33"	"mitochondrial ribosomal protein L33"
"216817_s_at"	"0.536"	"0.00628761"	"-3.2636858"	"-2.1701"	"-1.2046"	"OR2H1"	"olfactory receptor family 2 subfamily H member 1"
"210532_s_at"	"0.536"	"0.00633543"	"-3.2597177"	"-2.1759"	"-0.5416005"	"C14orf2"	"chromosome 14 open reading frame 2"
"202147_s_at"	"0.536"	"0.00649725"	"3.2465124"	"-2.1953"	"0.9022585"	"IFRD1"	"interferon related developmental regulator 1"
"209647_s_at"	"0.536"	"0.00650905"	"3.2455622"	"-2.1967"	"0.7001824"	"SOCS5"	"suppressor of cytokine signaling 5"
"217470_at"	"0.536"	"0.00658331"	"-3.2396229"	"-2.2054"	"-1.6589583"	""	""
"217659_at"	"0.536"	"0.00658345"	"-3.2396116"	"-2.2054"	"-1.3462043"	""	""
"220432_s_at"	"0.536"	"0.00662537"	"3.2362887"	"-2.2103"	"2.3621121"	"CYP39A1"	"cytochrome P450 family 39 subfamily A member 1"
"201420_s_at"	"0.536"	"0.006629"	"3.2360023"	"-2.2107"	"1.0686788"	"WDR77"	"WD repeat domain 77"
"218004_at"	"0.536"	"0.00664705"	"-3.2345785"	"-2.2128"	"-0.7044028"	"BSDC1"	"BSD domain containing 1"
"210076_x_at"	"0.536"	"0.00666193"	"3.2334083"	"-2.2145"	"0.7192531"	"SERBP1"	"SERPINE1 mRNA binding protein 1"
"204025_s_at"	"0.536"	"0.00667637"	"3.2322744"	"-2.2161"	"0.6040944"	"PDCD2"	"programmed cell death 2"
"202631_s_at"	"0.536"	"0.00668503"	"3.2315959"	"-2.2171"	"0.8882971"	"APPBP2"	"amyloid beta precursor protein binding protein 2"
"205382_s_at"	"0.536"	"0.00669677"	"-3.230677"	"-2.2185"	"-0.8269078"	"CFD"	"complement factor D"
"215588_x_at"	"0.536"	"0.0067184"	"-3.228989"	"-2.2209"	"-0.7190333"	"RIOK3"	"RIO kinase 3"
"213399_x_at"	"0.536"	"0.00676217"	"3.2255897"	"-2.2259"	"0.7415563"	"RPN2"	"ribophorin II"
"203709_at"	"0.536"	"0.00676506"	"3.225366"	"-2.2263"	"1.4438301"	"PHKG2"	"phosphorylase kinase catalytic subunit gamma 2"
"204064_at"	"0.536"	"0.00678618"	"3.2237344"	"-2.2286"	"0.9464053"	"THOC1"	"THO complex 1"
"202997_s_at"	"0.536"	"0.00678707"	"3.2236654"	"-2.2288"	"1.0200062"	"LOXL2"	"lysyl oxidase like 2"
"201619_at"	"0.536"	"0.00678913"	"3.2235071"	"-2.229"	"0.9513089"	"PRDX3"	"peroxiredoxin 3"
"206703_at"	"0.536"	"0.00683428"	"3.2200373"	"-2.2341"	"0.7885223"	"CHRNB1"	"cholinergic receptor nicotinic beta 1 subunit"
"210442_at"	"0.536"	"0.00685067"	"3.2187835"	"-2.2359"	"1.526496"	"IL1RL1"	"interleukin 1 receptor like 1"
"203996_s_at"	"0.536"	"0.00685785"	"-3.2182347"	"-2.2367"	"-1.545458"	"C21orf2"	"chromosome 21 open reading frame 2"
"201440_at"	"0.536"	"0.00690552"	"-3.2146086"	"-2.242"	"-1.0038786"	"DDX23"	"DEAD-box helicase 23"
"214063_s_at"	"0.536"	"0.00702474"	"-3.2056492"	"-2.2552"	"-1.7818008"	"TF"	"transferrin"
"201148_s_at"	"0.536"	"0.0070292"	"-3.205317"	"-2.2557"	"-1.1347023"	"TIMP3"	"TIMP metallopeptidase inhibitor 3"
"203475_at"	"0.536"	"0.00703298"	"3.2050358"	"-2.2561"	"0.9458995"	"CYP19A1"	"cytochrome P450 family 19 subfamily A member 1"
"215794_x_at"	"0.536"	"0.00704178"	"3.2043815"	"-2.257"	"0.6035403"	"GLUD2"	"glutamate dehydrogenase 2"
"204590_x_at"	"0.536"	"0.00705733"	"-3.2032264"	"-2.2587"	"-1.0597071"	"VPS33A"	"VPS33A, CORVET/HOPS core subunit"
"211632_at"	"0.536"	"0.00705785"	"3.2031879"	"-2.2588"	"1.3499401"	"IGHM///IGHG1///IGHD"	"immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta"
"207431_s_at"	"0.536"	"0.00707996"	"3.2015513"	"-2.2612"	"0.9489916"	"DEGS1"	"delta 4-desaturase, sphingolipid 1"
"212135_s_at"	"0.536"	"0.00709132"	"3.2007118"	"-2.2624"	"0.8106011"	"ATP2B4"	"ATPase plasma membrane Ca2+ transporting 4"
"219140_s_at"	"0.536"	"0.0071176"	"-3.1987756"	"-2.2652"	"-2.1630988"	"RBP4"	"retinol binding protein 4"
"200002_at"	"0.536"	"0.00717197"	"-3.1947926"	"-2.2711"	"-0.6043888"	"RPL35"	"ribosomal protein L35"
"206722_s_at"	"0.536"	"0.0072015"	"-3.1926425"	"-2.2742"	"-1.5000146"	"LPAR2"	"lysophosphatidic acid receptor 2"
"216498_at"	"0.536"	"0.00721781"	"-3.191458"	"-2.276"	"-1.1532333"	""	""
"217176_s_at"	"0.536"	"0.00722594"	"3.1908694"	"-2.2768"	"1.4500377"	"ZFX"	"zinc finger protein, X-linked"
"219066_at"	"0.536"	"0.00724513"	"-3.1894811"	"-2.2789"	"-1.0966401"	"PPCDC"	"phosphopantothenoylcysteine decarboxylase"
"209862_s_at"	"0.536"	"0.00725246"	"3.1889521"	"-2.2797"	"1.3499608"	"CEP57"	"centrosomal protein 57"
"214332_s_at"	"0.536"	"0.00731441"	"3.1845"	"-2.2862"	"0.8513204"	"TSFM"	"Ts translation elongation factor, mitochondrial"
"216237_s_at"	"0.536"	"0.00734175"	"-3.1825478"	"-2.2891"	"-1.8306609"	"MCM5"	"minichromosome maintenance complex component 5"
"215353_at"	"0.536"	"0.00735219"	"-3.1818038"	"-2.2902"	"-0.9636102"	"GIMAP5"	"GTPase, IMAP family member 5"
"208164_s_at"	"0.536"	"0.00736187"	"-3.1811151"	"-2.2912"	"-1.5534136"	"IL9R"	"interleukin 9 receptor"
"213528_at"	"0.536"	"0.007366"	"3.1808219"	"-2.2916"	"0.6985916"	"METTL18"	"methyltransferase like 18"
"205665_at"	"0.536"	"0.00739253"	"-3.1789402"	"-2.2944"	"-0.8466949"	"TSPAN9"	"tetraspanin 9"
"214575_s_at"	"0.536"	"0.00739435"	"3.1788117"	"-2.2945"	"0.6067789"	"AZU1"	"azurocidin 1"
"216497_at"	"0.536"	"0.00742642"	"-3.1765468"	"-2.2979"	"-1.533392"	""	""
"201946_s_at"	"0.536"	"0.00742955"	"3.1763262"	"-2.2982"	"2.0951662"	"CCT2"	"chaperonin containing TCP1 subunit 2"
"211241_at"	"0.536"	"0.00743035"	"-3.1762694"	"-2.2983"	"-1.1507326"	"ANXA2P3"	"annexin A2 pseudogene 3"
"203093_s_at"	"0.536"	"0.00743761"	"3.1757589"	"-2.299"	"0.5667503"	"TIMM44"	"translocase of inner mitochondrial membrane 44"
"209225_x_at"	"0.536"	"0.00744212"	"-3.1754417"	"-2.2995"	"-1.0487539"	"TNPO1"	"transportin 1"
"207123_s_at"	"0.536"	"0.0074614"	"3.1740876"	"-2.3015"	"0.6066319"	"MATN4"	"matrilin 4"
"214514_at"	"0.536"	"0.0074888"	"3.1721691"	"-2.3043"	"1.3345374"	"MCM3AP"	"minichromosome maintenance complex component 3 associated protein"
"216949_s_at"	"0.536"	"0.00753177"	"3.1691746"	"-2.3087"	"0.7846635"	"LOC101930075///PKD1"	"polycystin-1-like///polycystin 1, transient receptor potential channel interacting"
"208282_x_at"	"0.536"	"0.00757248"	"-3.1663537"	"-2.3128"	"-1.3354293"	"DAZ4///DAZ2///DAZ3///DAZ1"	"deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1"
"220631_at"	"0.536"	"0.00757307"	"3.1663129"	"-2.3129"	"1.6589897"	"OSGEPL1"	"O-sialoglycoprotein endopeptidase-like 1"
"221766_s_at"	"0.536"	"0.00763363"	"-3.1621447"	"-2.319"	"-0.7851891"	"FAM46A"	"family with sequence similarity 46 member A"
"220943_s_at"	"0.536"	"0.00764375"	"3.1614509"	"-2.32"	"0.651829"	"NDUFAF7"	"NADH:ubiquinone oxidoreductase complex assembly factor 7"
"201030_x_at"	"0.536"	"0.00766031"	"3.160319"	"-2.3217"	"0.9089057"	"LDHB"	"lactate dehydrogenase B"
"214317_x_at"	"0.536"	"0.00767067"	"-3.1596116"	"-2.3227"	"-0.663822"	"RPS9"	"ribosomal protein S9"
"202470_s_at"	"0.536"	"0.00769883"	"3.1576935"	"-2.3256"	"1.6007739"	"CPSF6"	"cleavage and polyadenylation specific factor 6"
"214247_s_at"	"0.536"	"0.00774831"	"-3.1543413"	"-2.3305"	"-0.5744883"	"DKK3"	"dickkopf WNT signaling pathway inhibitor 3"
"211609_x_at"	"0.536"	"0.00777511"	"-3.1525345"	"-2.3331"	"-0.5658385"	"PSMD4"	"proteasome 26S subunit, non-ATPase 4"
"215791_at"	"0.536"	"0.00783371"	"-3.1486047"	"-2.3389"	"-1.0794557"	""	""
"208202_s_at"	"0.536"	"0.00783973"	"-3.1482028"	"-2.3395"	"-1.0305737"	"JADE2"	"jade family PHD finger 2"
"220016_at"	"0.536"	"0.00785675"	"-3.1470679"	"-2.3412"	"-1.1313916"	"AHNAK"	"AHNAK nucleoprotein"
"220243_at"	"0.536"	"0.00786249"	"3.1466858"	"-2.3417"	"1.1320258"	"ZBTB44"	"zinc finger and BTB domain containing 44"
"202960_s_at"	"0.536"	"0.00788922"	"3.1449099"	"-2.3443"	"0.5578318"	"MUT"	"methylmalonyl-CoA mutase"
"205605_at"	"0.536"	"0.00790151"	"3.1440953"	"-2.3455"	"1.0058412"	"HOXD9"	"homeobox D9"
"214170_x_at"	"0.536"	"0.00794707"	"3.1410867"	"-2.3499"	"0.5845752"	"FH"	"fumarate hydratase"
"207046_at"	"0.536"	"0.00797526"	"-3.1392333"	"-2.3527"	"-1.3602955"	"HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I"	"histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i"
"214224_s_at"	"0.536"	"0.00804598"	"-3.1346135"	"-2.3595"	"-0.6944062"	"PIN4"	"peptidylprolyl cis/trans isomerase, NIMA-interacting 4"
"200008_s_at"	"0.536"	"0.00805145"	"3.1342579"	"-2.36"	"1.0441435"	"GDI2"	"GDP dissociation inhibitor 2"
"209489_at"	"0.536"	"0.00810001"	"-3.131111"	"-2.3646"	"-0.7639214"	"CELF1"	"CUGBP, Elav-like family member 1"
"212459_x_at"	"0.536"	"0.00810606"	"3.1307203"	"-2.3652"	"0.7060353"	"SUCLG2"	"succinate-CoA ligase GDP-forming beta subunit"
"204294_at"	"0.536"	"0.00810808"	"3.1305897"	"-2.3654"	"0.7037054"	"AMT"	"aminomethyltransferase"
"207263_x_at"	"0.536"	"0.00811633"	"-3.130058"	"-2.3662"	"-1.2817144"	"VEZT"	"vezatin, adherens junctions transmembrane protein"
"AFFX-r2-Bs-phe-5_at"	"0.536"	"0.00815423"	"-3.12762"	"-2.3697"	"-2.4869929"	""	""
"218002_s_at"	"0.536"	"0.00815875"	"-3.1273299"	"-2.3702"	"-1.0639148"	"CXCL14"	"C-X-C motif chemokine ligand 14"
"200681_at"	"0.536"	"0.00817286"	"3.1264252"	"-2.3715"	"0.7300803"	"GLO1"	"glyoxalase I"
"214056_at"	"0.536"	"0.00817376"	"-3.1263681"	"-2.3716"	"-1.5073188"	"MCL1"	"BCL2 family apoptosis regulator"
"205058_at"	"0.536"	"0.00818581"	"3.1255972"	"-2.3727"	"0.5173325"	"SLC26A1"	"solute carrier family 26 member 1"
"200596_s_at"	"0.536"	"0.00824397"	"3.1218921"	"-2.3782"	"0.9730934"	"EIF3A"	"eukaryotic translation initiation factor 3 subunit A"
"219574_at"	"0.536"	"0.00824468"	"-3.1218468"	"-2.3782"	"-1.5046091"	"MARCH1"	"membrane associated ring-CH-type finger 1"
"220428_at"	"0.536"	"0.00830685"	"-3.1179156"	"-2.384"	"-1.4285061"	"CD207"	"CD207 molecule"
"211981_at"	"0.536"	"0.0083289"	"3.1165282"	"-2.386"	"1.6336961"	"COL4A1"	"collagen type IV alpha 1 chain"
"208743_s_at"	"0.536"	"0.00833269"	"-3.1162904"	"-2.3864"	"-0.589079"	"YWHAB"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta"
"215599_at"	"0.536"	"0.00834411"	"-3.1155734"	"-2.3874"	"-1.4380799"	"GUSBP9///GUSBP3"	"glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 3"
"221866_at"	"0.536"	"0.00836636"	"-3.1141802"	"-2.3895"	"-0.8105073"	"TFEB"	"transcription factor EB"
"208000_at"	"0.536"	"0.00837883"	"3.1134006"	"-2.3906"	"1.0916169"	"GML"	"glycosylphosphatidylinositol anchored molecule like"
"216553_x_at"	"0.536"	"0.00839612"	"-3.1123219"	"-2.3922"	"-1.4325395"	""	""
"211651_s_at"	"0.536"	"0.00844621"	"3.1092087"	"-2.3968"	"2.1401068"	"LAMB1"	"laminin subunit beta 1"
"209038_s_at"	"0.536"	"0.00848034"	"-3.1070988"	"-2.3999"	"-1.4886029"	"EHD1"	"EH domain containing 1"
"215587_x_at"	"0.536"	"0.00849534"	"-3.1061735"	"-2.4013"	"-1.1103296"	""	""
"214586_at"	"0.536"	"0.00851575"	"-3.1049176"	"-2.4031"	"-1.5561152"	"GPR37"	"G protein-coupled receptor 37"
"201539_s_at"	"0.536"	"0.00852845"	"3.1041383"	"-2.4043"	"1.7728832"	"FHL1"	"four and a half LIM domains 1"
"212964_at"	"0.536"	"0.00853793"	"-3.1035569"	"-2.4051"	"-1.2097128"	"HIC2"	"hypermethylated in cancer 2"
"221579_s_at"	"0.536"	"0.00856877"	"3.1016694"	"-2.4079"	"0.6440702"	"RPS10-NUDT3///NUDT3"	"RPS10-NUDT3 readthrough///nudix hydrolase 3"
"202276_at"	"0.536"	"0.00859546"	"-3.1000423"	"-2.4103"	"-0.7172733"	"SHFM1"	"split hand/foot malformation (ectrodactyly) type 1"
"212947_at"	"0.536"	"0.00860721"	"-3.0993271"	"-2.4113"	"-1.2204695"	"SLC9A8"	"solute carrier family 9 member A8"
"209655_s_at"	"0.536"	"0.00862947"	"3.0979758"	"-2.4133"	"1.6924014"	"TMEM47"	"transmembrane protein 47"
"214485_at"	"0.536"	"0.00862979"	"3.0979559"	"-2.4133"	"1.2425709"	"ODF1"	"outer dense fiber of sperm tails 1"
"221046_s_at"	"0.536"	"0.0087065"	"3.0933247"	"-2.4202"	"1.0761308"	"GTPBP8"	"GTP binding protein 8 (putative)"
"214504_at"	"0.536"	"0.00874686"	"-3.090904"	"-2.4237"	"-1.3635062"	"ABO"	"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)"
"220113_x_at"	"0.536"	"0.00875036"	"-3.0906946"	"-2.424"	"-0.642406"	"POLR1B"	"RNA polymerase I subunit B"
"40016_g_at"	"0.536"	"0.00876537"	"-3.0897977"	"-2.4253"	"-0.9510863"	"MAST4"	"microtubule associated serine/threonine kinase family member 4"
"206034_at"	"0.536"	"0.00877457"	"3.0892489"	"-2.4261"	"1.7623753"	"SERPINB8"	"serpin family B member 8"
"206562_s_at"	"0.536"	"0.00880464"	"3.0874585"	"-2.4288"	"1.2706812"	"CSNK1A1"	"casein kinase 1 alpha 1"
"204731_at"	"0.536"	"0.00884988"	"-3.0847765"	"-2.4327"	"-0.7345521"	"TGFBR3"	"transforming growth factor beta receptor 3"
"202236_s_at"	"0.536"	"0.00890646"	"3.0814406"	"-2.4376"	"1.2980859"	"SLC16A1"	"solute carrier family 16 member 1"
"208889_s_at"	"0.536"	"0.0089829"	"3.076968"	"-2.4442"	"0.9277171"	"NCOR2"	"nuclear receptor corepressor 2"
"212353_at"	"0.536"	"0.00903786"	"-3.0737756"	"-2.4489"	"-1.4854968"	"SULF1"	"sulfatase 1"
"212856_at"	"0.536"	"0.00907613"	"-3.0715642"	"-2.4522"	"-0.5763675"	"GRAMD4"	"GRAM domain containing 4"
"218117_at"	"0.536"	"0.0090794"	"-3.0713756"	"-2.4524"	"-0.5966448"	"RBX1"	"ring-box 1"
"213979_s_at"	"0.536"	"0.00915413"	"-3.0670852"	"-2.4588"	"-1.6570353"	""	""
"204466_s_at"	"0.536"	"0.00921069"	"3.0638612"	"-2.4635"	"0.8147915"	"SNCA"	"synuclein alpha"
"202887_s_at"	"0.536"	"0.00921494"	"-3.06362"	"-2.4638"	"-0.8832182"	"DDIT4"	"DNA damage inducible transcript 4"
"219186_at"	"0.536"	"0.00926124"	"-3.0609965"	"-2.4677"	"-1.8361428"	"ZBTB7A"	"zinc finger and BTB domain containing 7A"
"203972_s_at"	"0.536"	"0.00930152"	"3.0587249"	"-2.4711"	"1.0454716"	"PEX3"	"peroxisomal biogenesis factor 3"
"216187_x_at"	"0.536"	"0.00932476"	"-3.0574184"	"-2.473"	"-0.565858"	""	""
"37965_at"	"0.536"	"0.00934784"	"3.0561247"	"-2.4749"	"0.7702916"	"PARVB"	"parvin beta"
"222282_at"	"0.536"	"0.00935396"	"-3.0557821"	"-2.4754"	"-0.5866233"	""	""
"211338_at"	"0.536"	"0.00938515"	"3.0540397"	"-2.4779"	"1.6580931"	"IFNA2"	"interferon alpha 2"
"205698_s_at"	"0.536"	"0.00938687"	"3.0539436"	"-2.4781"	"0.7073083"	"MAP2K6"	"mitogen-activated protein kinase kinase 6"
"221541_at"	"0.536"	"0.00940541"	"-3.0529111"	"-2.4796"	"-0.6665144"	"CRISPLD2"	"cysteine rich secretory protein LCCL domain containing 2"
"213800_at"	"0.536"	"0.00941445"	"-3.0524081"	"-2.4803"	"-0.7104306"	"CFH"	"complement factor H"
"204913_s_at"	"0.536"	"0.00941923"	"-3.0521421"	"-2.4807"	"-2.0148065"	"SOX11"	"SRY-box 11"
"206640_x_at"	"0.536"	"0.0094857"	"-3.0484612"	"-2.4862"	"-1.1884101"	"GAGE12D///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE12G///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C"	"G antigen 12D///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 12G///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C"
"220187_at"	"0.536"	"0.00951749"	"-3.0467099"	"-2.4887"	"-1.8874746"	"STEAP4"	"STEAP4 metalloreductase"
"207616_s_at"	"0.536"	"0.00952414"	"3.046344"	"-2.4893"	"0.8978"	"TANK"	"TRAF family member associated NFKB activator"
"207828_s_at"	"0.536"	"0.00953598"	"3.0456937"	"-2.4902"	"1.4340266"	"CENPF"	"centromere protein F"
"205621_at"	"0.536"	"0.00956217"	"3.0442584"	"-2.4923"	"0.5132674"	"ALKBH1"	"alkB homolog 1, histone H2A dioxygenase"
"208072_s_at"	"0.536"	"0.00956992"	"-3.0438342"	"-2.493"	"-0.5328274"	"DGKD"	"diacylglycerol kinase delta"
"206567_s_at"	"0.536"	"0.00958257"	"-3.0431423"	"-2.494"	"-0.5728148"	"PHF20"	"PHD finger protein 20"
"203571_s_at"	"0.536"	"0.00958475"	"-3.0430233"	"-2.4942"	"-0.9383273"	"ADIRF"	"adipogenesis regulatory factor"
"211280_s_at"	"0.536"	"0.00959014"	"-3.0427293"	"-2.4946"	"-0.9597437"	"NRF1"	"nuclear respiratory factor 1"
"207305_s_at"	"0.536"	"0.00964699"	"3.0396348"	"-2.4991"	"1.2048052"	"TRAPPC8"	"trafficking protein particle complex 8"
"209135_at"	"0.536"	"0.00969119"	"-3.0372419"	"-2.5027"	"-0.8596278"	"ASPH"	"aspartate beta-hydroxylase"
"215868_x_at"	"0.536"	"0.00973277"	"3.0350005"	"-2.506"	"1.2585016"	""	""
"212767_at"	"0.536"	"0.00977844"	"3.0325496"	"-2.5096"	"1.0211874"	"MTG1"	"mitochondrial ribosome associated GTPase 1"
"217560_at"	"0.536"	"0.00978472"	"-3.0322133"	"-2.5101"	"-2.1389107"	"GGA1"	"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
"206109_at"	"0.536"	"0.00992228"	"3.0249043"	"-2.5208"	"0.835935"	"FUT1"	"fucosyltransferase 1 (H blood group)"
"212655_at"	"0.536"	"0.00993344"	"3.024316"	"-2.5217"	"0.5661288"	"ZCCHC14"	"zinc finger CCHC-type containing 14"
